registration_number,brand,model,year,mileage,fuel_type,transmission,engine_cc,owner_type,price
UP 86 PG 3754,Ford,F-150,2013,123560.0,Electric,Automatic,0.0,Third,3600.0
TS 10 BE 9383,Toyota,Corolla,2016,93347.0,Diesel,Manual,1598.0,Second,5500.0
KL 46 JQ 6193,Mahindra,Bolero,2025,14272.0,Petrol,Manual,1598.0,Fourth & Above,20000.0
HR 88 DR 8133,Maruti,Swift,2016,180317.0,Hybrid,Manual,,Fourth & Above,2500.0
GJ 25 ML 3932,Volkswagen,Tiguan,2015,93245.0,Electric,Automatic,0.0,Fourth & Above,3200.0
TS 33 QA 5473,Tesla,Model 3,2016,127312.0,Electric,Automatic,0.0,Third,6300.0
KL 78 UO 9033,Toyota,Innova,2018,117927.0,Hybrid,Automatic,,First,6200.0
KA 08 OU 2021,Ford,EcoSport,2013,110080.0,Diesel,Manual,999.0,Second,3300.0
TS 91 FS 7000,Hyundai,Elantra,2018,144449.0,CNG,Manual,1999.0,Third,3900.0
HR 11 FO 1729,Maruti,Swift,2022,52326.0,Petrol,Manual,1799.0,Second,6200.0
KL 73 WC 8585,Mercedes,S-Class,2016,151508.0,Petrol,Automatic,2993.0,Third,5900.0
TS 59 CX 5042,Honda,Civic,2012,138895.0,Hybrid,Manual,999.0,Second,2500.0
AP 29 GI 4264,Mercedes,E-Class,2014,135775.0,Hybrid,Manual,2497.0,Third,5800.0
WB 67 OU 3793,Ford,F-150,2018,121862.0,Electric,Automatic,0.0,Third,5700.0
GJ 71 XZ 5406,Toyota,Fortuner,2022,41503.0,Electric,Automatic,0.0,Third,12300.0
UP 42 LS 7191,Honda,Amaze,2016,108692.0,Petrol,Manual,1598.0,Second,2900.0
WB 13 FL 6018,Volkswagen,Polo,2020,93595.0,Petrol,Manual,1598.0,Fourth & Above,6400.0
DL 33 XL 6535,Ford,EcoSport,2015,173481.0,CNG,Automatic,1999.0,Fourth & Above,2800.0
UP 52 SA 3687,Mahindra,Bolero,2019,63524.0,Diesel,Manual,1598.0,Fourth & Above,7700.0
TN 12 JZ 3317,Maruti,Baleno,2019,122922.0,CNG,Manual,1197.0,Second,3500.0
MH 31 GN 2477,Hyundai,Creta,2022,39617.0,Diesel,Manual,1497.0,Second,9300.0
KA 61 RV 7456,Tesla,Model 3,2014,182548.0,Electric,Manual,0.0,Fourth & Above,3500.0
MH 52 YK 5639,Tesla,Model 3,2025,19009.0,Electric,Manual,0.0,Fourth & Above,33000.0
DL 48 LK 9215,Volkswagen,Virtus,2022,55752.0,CNG,Manual,1799.0,Second,9300.0
AP 12 KM 3947,Toyota,Fortuner,2022,72165.0,Diesel,Automatic,,Second,10800.0
AP 23 FM 9476,Tata,Harrier,2019,81477.0,Electric,Manual,0.0,Third,6800.0
UP 65 MV 8449,Honda,City,2012,164410.0,Electric,Manual,0.0,Second,2500.0
KL 65 LY 8758,Toyota,Highlander,2022,,Electric,Automatic,0.0,First,13400.0
TS 91 SI 4237,Tesla,Model Y,2021,47298.0,Electric,Automatic,0.0,First,17900.0
UP 88 LI 7974,Maruti,Ertiga,2024,27556.0,Petrol,Manual,1598.0,Fourth & Above,9500.0
KL 42 JU 1583,Hyundai,Verna,2019,110772.0,Hybrid,Manual,1497.0,Third,4800.0
KA 17 XE 9084,Audi,A4,2021,79720.0,Electric,Manual,0.0,Second,14900.0
TN 19 TX 2656,Tata,Safari,2021,92348.0,Diesel,Automatic,999.0,First,6900.0
HR 93 UX 2298,Tata,Tiago,2012,162835.0,Hybrid,Automatic,999.0,Fourth & Above,2500.0
DL 98 NI 4042,Tata,Nexon,2016,142069.0,CNG,Manual,1497.0,First,3000.0
AP 85 EI 5375,Mercedes,S-Class,2011,215332.0,Hybrid,Automatic,3982.0,First,2600.0
UP 59 SN 6386,Mahindra,Scorpio,2013,133844.0,Hybrid,Manual,1799.0,First,2500.0
KL 27 RW 3785,Maruti,Dzire,2025,18348.0,Hybrid,Automatic,1598.0,Third,10400.0
KA 27 XQ 7048,Volkswagen,Virtus,2018,99877.0,CNG,Manual,1799.0,Fourth & Above,5800.0
TN 97 JR 9040,Mercedes,GLC,2020,77959.0,Diesel,Manual,3982.0,Third,16100.0
KA 74 JF 3606,BMW,X5,2014,146206.0,Petrol,Manual,2497.0,Fourth & Above,4600.0
WB 14 VV 6206,Tesla,Model Y,2023,36431.0,Electric,Automatic,0.0,Third,29100.0
MH 52 JA 9727,Maruti,Ertiga,2022,43619.0,Electric,Automatic,0.0,Fourth & Above,6400.0
TN 80 HE 9247,Hyundai,Creta,2015,164561.0,CNG,Automatic,1598.0,Fourth & Above,2500.0
TS 03 XT 7378,Honda,Amaze,2023,54664.0,Diesel,Manual,1999.0,Fourth & Above,9000.0
DL 42 EJ 2061,Maruti,Ertiga,2016,166676.0,Hybrid,Manual,1598.0,Second,2500.0
GJ 83 DZ 6427,Toyota,Corolla,2024,28918.0,Electric,Manual,0.0,Second,20800.0
AP 34 WR 2982,Ford,Explorer,2024,31720.0,Petrol,Automatic,1598.0,Fourth & Above,16900.0
TN 47 MW 9381,Tesla,Model S,2010,202474.0,Electric,Automatic,0.0,Fourth & Above,2600.0
TS 19 HZ 8906,Volkswagen,Virtus,2023,49037.0,Hybrid,Manual,1497.0,Second,11700.0
TS 38 WO 6417,BMW,X3,2013,150678.0,Electric,Automatic,0.0,Second,4700.0
UP 47 WJ 6024,Mahindra,Scorpio,2018,115599.0,Diesel,Automatic,1197.0,First,5400.0
HR 50 IU 4734,Tesla,Model 3,2019,,Electric,Manual,0.0,Second,11400.0
TS 83 ES 9209,Toyota,Corolla,2019,67433.0,Hybrid,Automatic,1799.0,Fourth & Above,9200.0
TN 86 CK 4683,Hyundai,i20,2021,63603.0,Diesel,Automatic,1598.0,Second,8800.0
WB 02 XZ 9587,Mercedes,E-Class,2017,88942.0,Petrol,Manual,3982.0,Third,10600.0
GJ 95 RC 1917,BMW,5 Series,2021,75806.0,Petrol,Automatic,2993.0,First,18400.0
UP 35 RI 2496,Mahindra,XUV700,2017,99004.0,Diesel,Manual,2755.0,Fourth & Above,4000.0
UP 98 SP 8606,Tesla,Model 3,2012,240389.0,Electric,Manual,0.0,Second,2800.0
DL 13 RS 4522,Honda,Amaze,2011,,Diesel,Automatic,1598.0,First,2500.0
HR 97 NT 5435,Audi,Q7,2019,99179.0,Petrol,Automatic,3982.0,Second,13800.0
GJ 65 JU 8209,Mahindra,XUV700,2020,81494.0,Hybrid,Automatic,3198.0,Second,6900.0
AP 87 JD 8261,Honda,Accord,2025,12638.0,CNG,Automatic,1197.0,Fourth & Above,14100.0
GJ 61 DV 5916,Hyundai,Verna,2015,110730.0,Diesel,Manual,1799.0,Third,2800.0
MH 42 QP 7830,Audi,A6,2014,136619.0,Electric,Manual,0.0,Second,5300.0
TS 96 KO 6046,Tesla,Model Y,2017,158843.0,Electric,Automatic,0.0,Second,6300.0
MH 59 YI 1319,Tata,Tiago,2022,63530.0,Electric,Manual,0.0,Fourth & Above,9000.0
AP 42 RR 4267,Tesla,Model 3,2016,148229.0,Electric,Manual,0.0,Third,6200.0
UP 61 BY 7390,BMW,7 Series,2024,,Diesel,Manual,3982.0,Third,35700.0
WB 44 IR 7053,Tesla,Model S,2025,15446.0,Electric,Automatic,0.0,First,33100.0
UP 39 SG 2441,Mahindra,Scorpio,2013,169862.0,Petrol,Automatic,1197.0,Fourth & Above,2500.0
KA 90 WX 6143,Mahindra,XUV700,2020,86415.0,Hybrid,Automatic,2755.0,First,7900.0
HR 33 TX 1379,Hyundai,Creta,2016,101287.0,Electric,Automatic,0.0,Third,3200.0
TN 65 ZK 9827,Ford,Mustang,2023,41044.0,Petrol,Manual,2198.0,Third,16800.0
GJ 12 SO 4127,Mahindra,Scorpio,2020,90000.0,CNG,Manual,1799.0,First,6400.0
TS 59 QY 8084,Honda,City,2018,105814.0,Diesel,Automatic,1197.0,First,4500.0
HR 29 SV 6351,Toyota,Highlander,2019,60757.0,Petrol,Manual,3198.0,Second,8300.0
MH 13 AR 1646,Maruti,Dzire,2016,160290.0,Hybrid,Manual,1197.0,Second,2500.0
AP 35 HG 6821,Ford,Endeavour,2021,90042.0,Hybrid,Manual,2755.0,Second,9700.0
KL 52 GG 7234,Toyota,Corolla,2024,23254.0,Petrol,Automatic,1598.0,Second,16100.0
KL 95 TL 6191,Audi,A4,2012,250720.0,CNG,Manual,2497.0,Second,2600.0
KL 03 AM 7881,Tata,Harrier,2016,182714.0,Hybrid,Automatic,1799.0,Third,2500.0
KA 84 UZ 7384,Tata,Nexon,2021,60259.0,Petrol,Automatic,1197.0,Third,9700.0
MH 67 EE 8697,Mahindra,Thar,2018,126959.0,Petrol,Manual,1197.0,Second,4700.0
GJ 20 XZ 3975,Toyota,Camry,2016,170278.0,Hybrid,Automatic,1598.0,Second,2800.0
TN 04 KA 8708,Hyundai,Elantra,2015,93114.0,Electric,Automatic,0.0,Third,3300.0
TS 29 CN 2086,Toyota,Innova,2014,206815.0,Electric,Manual,0.0,Second,2500.0
TN 40 PP 5208,Honda,City,2024,40091.0,CNG,Automatic,1799.0,Second,13600.0
GJ 17 ZE 4695,Ford,F-150,2021,91518.0,Petrol,Automatic,2755.0,Fourth & Above,9100.0
WB 39 KW 8571,Volkswagen,Polo,2013,199374.0,CNG,Manual,1197.0,Second,2500.0
DL 24 AE 1558,Volkswagen,Tiguan,2014,137852.0,Diesel,Manual,1999.0,Fourth & Above,2500.0
UP 52 OG 8425,BMW,5 Series,2022,48189.0,Electric,Automatic,0.0,Second,24000.0
KL 99 RO 2581,Audi,Q5,2024,20473.0,,Automatic,2497.0,Third,29400.0
KA 16 RW 5844,Volkswagen,Tiguan,2018,71511.0,Petrol,Manual,1197.0,First,6600.0
WB 29 YA 4255,Ford,F-150,2019,90892.0,Petrol,Manual,2755.0,Fourth & Above,7100.0
GJ 22 LF 2640,Tesla,Model S,2021,70398.0,Electric,Manual,0.0,Third,18400.0
AP 38 MQ 7901,Volkswagen,Jetta,2017,151895.0,,Automatic,1497.0,Second,2800.0
HR 27 XT 2094,Mahindra,Bolero,2020,60919.0,Petrol,Manual,1999.0,Third,8300.0
DL 32 LC 4707,Toyota,Highlander,2014,117544.0,Diesel,Automatic,4951.0,Second,3300.0
TS 02 UD 9529,Mercedes,E-Class,2022,40897.0,Diesel,Manual,2497.0,Fourth & Above,26100.0
UP 59 EC 6593,Mercedes,S-Class,2013,207709.0,Diesel,Automatic,1998.0,Third,3700.0
KL 98 JH 9566,Mercedes,C-Class,2022,67540.0,Electric,Automatic,,Second,24800.0
KA 99 IX 5519,Honda,Civic,2021,56464.0,Electric,Automatic,0.0,Fourth & Above,6900.0
KL 32 SP 4627,Mercedes,S-Class,2020,77523.0,Hybrid,Manual,1998.0,First,17600.0
KA 76 ZU 2615,Audi,Q7,2018,76440.0,Electric,Automatic,0.0,Fourth & Above,10200.0
KL 59 SQ 1610,Audi,A4,2013,231629.0,CNG,Automatic,1998.0,Fourth & Above,3200.0
KL 33 LV 6636,Tata,Altroz,2010,164289.0,Hybrid,Manual,1598.0,Third,2500.0
GJ 83 KX 7575,Hyundai,Sonata,2018,100871.0,Electric,Automatic,0.0,Second,4100.0
KA 82 MK 9146,Hyundai,Sonata,2025,18901.0,CNG,Manual,1497.0,Third,13800.0
TS 97 FF 6288,Volkswagen,Jetta,2022,44509.0,Electric,Automatic,0.0,Third,11700.0
KA 26 CC 7629,Toyota,Camry,2016,142820.0,CNG,Automatic,1598.0,Second,3900.0
KA 42 HO 1668,Mercedes,E-Class,2020,82556.0,Electric,Manual,0.0,Third,16700.0
DL 57 UZ 4538,BMW,7 Series,2014,178197.0,Electric,Manual,0.0,Second,3700.0
UP 25 NF 9496,Ford,Mustang,2019,74140.0,CNG,Automatic,4951.0,Fourth & Above,8800.0
DL 41 RL 2262,Audi,Q7,2022,65698.0,Hybrid,Automatic,2993.0,Fourth & Above,19800.0
GJ 91 PR 6136,Tesla,Model 3,2020,104541.0,Electric,Manual,0.0,First,15600.0
TN 59 TO 9145,Honda,Amaze,2017,140679.0,CNG,Manual,1497.0,Fourth & Above,3200.0
MH 09 VL 2071,Audi,Q7,2012,247128.0,CNG,Automatic,2993.0,First,2900.0
MH 51 GV 8407,Tesla,Model Y,2018,143699.0,Electric,Automatic,0.0,Fourth & Above,8900.0
UP 07 WY 6871,Mercedes,S-Class,2019,82416.0,CNG,Automatic,2993.0,Second,15800.0
TN 84 PX 2957,Audi,A4,2012,201058.0,Diesel,Manual,2497.0,Second,3200.0
MH 44 FD 6098,Hyundai,Elantra,2013,230295.0,Electric,Automatic,0.0,Fourth & Above,2500.0
WB 82 CK 8401,Hyundai,Sonata,2023,53370.0,Diesel,Automatic,1197.0,Fourth & Above,9800.0
GJ 02 AK 7303,Honda,Amaze,2018,69056.0,CNG,Manual,999.0,Third,4600.0
KA 88 ET 7130,Mercedes,C-Class,2021,87790.0,Diesel,Automatic,2497.0,Second,20500.0
GJ 16 ZJ 5774,Audi,A6,2024,34646.0,Diesel,Manual,1998.0,Fourth & Above,31200.0
UP 44 OV 9978,Honda,CR-V,2015,154581.0,Petrol,Automatic,1799.0,Second,2500.0
KL 25 ZM 1681,Tata,Altroz,2013,192193.0,,Automatic,1197.0,Second,2500.0
GJ 73 SW 9715,Hyundai,Elantra,2025,20747.0,,Manual,1999.0,First,16300.0
KA 63 AP 2709,Maruti,Dzire,2016,109798.0,Diesel,Automatic,1598.0,Fourth & Above,2500.0
HR 76 XS 9893,Hyundai,i20,2025,16320.0,Hybrid,Manual,1197.0,First,17900.0
TN 88 NX 9329,Ford,F-150,2011,201332.0,Hybrid,Automatic,3198.0,Second,2500.0
TS 10 WG 9114,Maruti,Baleno,2021,75235.0,Diesel,Manual,1197.0,Fourth & Above,6200.0
TS 23 MH 7091,BMW,7 Series,2010,137763.0,Petrol,Automatic,2497.0,First,3400.0
WB 95 IN 1167,Tata,Nexon,2014,114985.0,Hybrid,Automatic,1197.0,Third,3000.0
AP 06 WY 8358,Tata,Altroz,2022,47727.0,Electric,Automatic,0.0,First,10500.0
MH 95 IV 7524,Ford,Explorer,2012,202724.0,Electric,Manual,0.0,Second,2500.0
GJ 64 GE 9490,Mercedes,S-Class,2019,79209.0,Petrol,Manual,2497.0,Fourth & Above,16400.0
KA 31 NT 7076,Toyota,Highlander,2025,11008.0,Electric,Manual,0.0,First,23800.0
TN 20 KI 3875,Mahindra,XUV700,2024,29104.0,CNG,Manual,3198.0,Second,13300.0
DL 24 UG 6503,Hyundai,Creta,2016,171381.0,Electric,Manual,0.0,Third,2500.0
TS 08 DV 2067,Volkswagen,Virtus,2010,268691.0,Diesel,Automatic,1197.0,Second,2500.0
WB 30 AM 1056,Tata,Tiago,2010,228653.0,Hybrid,Automatic,1197.0,First,2500.0
KL 74 UM 5627,Audi,A4,2022,64226.0,Diesel,Manual,1998.0,First,21700.0
WB 59 PE 8441,Volkswagen,Virtus,2024,36155.0,Electric,Automatic,0.0,Third,16400.0
TN 56 ZJ 3359,Maruti,Brezza,2017,88545.0,Diesel,Automatic,1197.0,Third,3000.0
AP 54 NO 8410,Toyota,Highlander,2023,48486.0,Diesel,Automatic,3198.0,Second,13600.0
DL 73 GX 6954,Mahindra,Bolero,2024,25575.0,Electric,Manual,0.0,Second,14400.0
HR 80 NB 4267,Mahindra,Bolero,2021,74054.0,Diesel,Automatic,1799.0,First,9100.0
DL 50 SV 3823,BMW,X3,2015,165310.0,Electric,Manual,0.0,Fourth & Above,4300.0
MH 98 PK 9693,Mercedes,S-Class,2014,176248.0,Diesel,Manual,2993.0,Fourth & Above,4200.0
TN 43 CK 6844,Tesla,Model S,2011,225576.0,Electric,Manual,0.0,First,3000.0
MH 38 JD 3618,BMW,5 Series,2016,112020.0,CNG,Automatic,3982.0,Fourth & Above,7600.0
HR 89 HD 3402,Ford,Explorer,2023,32194.0,Electric,Manual,0.0,Fourth & Above,18100.0
UP 89 LO 3979,Mahindra,Thar,2011,142863.0,Electric,Automatic,0.0,Second,2500.0
UP 39 VM 3449,Mahindra,Thar,2025,20733.0,Hybrid,Manual,999.0,Third,16300.0
UP 54 FL 5140,Honda,Accord,2020,69712.0,Petrol,Automatic,999.0,Fourth & Above,6800.0
DL 90 JI 8355,BMW,7 Series,2018,147180.0,Petrol,Automatic,2497.0,Third,7300.0
MH 80 AX 1314,Tata,Safari,2011,165905.0,Electric,Manual,0.0,Third,2500.0
GJ 55 NW 6605,Mercedes,GLE,2016,172973.0,Petrol,Automatic,2993.0,Fourth & Above,5400.0
TS 66 DA 3105,Ford,F-150,2018,111145.0,Hybrid,Manual,,Fourth & Above,6900.0
TN 95 ZK 2153,Honda,Accord,2012,138054.0,CNG,Manual,999.0,First,2500.0
KA 24 CW 2500,Ford,Endeavour,2024,30943.0,Petrol,Manual,2755.0,First,17700.0
DL 91 PT 4048,Toyota,Highlander,2017,94787.0,Electric,Automatic,0.0,Second,5600.0
GJ 74 GW 3031,Mahindra,Scorpio,2011,189407.0,Petrol,Manual,1497.0,Second,2500.0
UP 38 TN 9301,Tesla,Model 3,2016,100990.0,Electric,Manual,0.0,Fourth & Above,8700.0
KA 08 CP 6639,Volkswagen,Tiguan,2016,126950.0,Diesel,Manual,1497.0,Third,3600.0
TS 90 VT 2079,Tesla,Model 3,2023,30456.0,Electric,Manual,0.0,First,26100.0
KL 41 RX 4117,Audi,Q5,2020,79015.0,Electric,Automatic,0.0,Fourth & Above,14100.0
AP 60 OO 3501,BMW,7 Series,2015,95108.0,Electric,Automatic,0.0,Third,8700.0
AP 85 FE 4013,Ford,EcoSport,2023,,Hybrid,Automatic,1598.0,Second,14800.0
HR 71 IH 4112,BMW,3 Series,2010,192206.0,Hybrid,Manual,3982.0,First,2500.0
KA 42 WP 5740,Mahindra,Bolero,2023,,Electric,Manual,0.0,Third,14700.0
WB 80 NT 2996,Ford,Explorer,2025,18701.0,Petrol,Automatic,1497.0,Second,24000.0
TS 54 HG 6344,Audi,A6,2019,82370.0,Diesel,Automatic,1998.0,Fourth & Above,11200.0
TS 90 GE 6272,Tesla,Model 3,2020,90639.0,Electric,Automatic,0.0,Third,14900.0
KA 50 YE 6269,Volkswagen,Jetta,2017,147195.0,CNG,Automatic,1497.0,First,3400.0
HR 92 EL 1967,Honda,Amaze,2025,17228.0,Hybrid,Manual,1598.0,Fourth & Above,16600.0
KL 41 TR 4277,Mahindra,XUV700,2017,131285.0,CNG,Automatic,3198.0,Second,4500.0
TN 39 IG 3360,Volkswagen,Jetta,2013,143672.0,Diesel,Automatic,1598.0,Second,2500.0
AP 72 FT 8276,Mercedes,C-Class,2010,236311.0,Petrol,Automatic,2497.0,Fourth & Above,2500.0
TS 03 DB 6349,Hyundai,Elantra,2018,102266.0,CNG,Automatic,1197.0,Third,4600.0
AP 23 KT 1565,Maruti,Dzire,2021,51414.0,Electric,Manual,0.0,Fourth & Above,6400.0
KA 18 ED 9565,Volkswagen,Tiguan,2020,85211.0,CNG,Manual,1598.0,Second,6100.0
KL 52 RB 9596,Ford,Explorer,2012,222541.0,Hybrid,Manual,1497.0,Fourth & Above,2500.0
HR 30 HB 1396,Tata,Altroz,2014,163129.0,Diesel,Automatic,999.0,Second,2500.0
AP 97 UV 7484,Toyota,Innova,2017,116251.0,Diesel,Manual,1799.0,Second,4800.0
TN 27 HS 9052,Toyota,Fortuner,2019,94134.0,Electric,Manual,0.0,First,6600.0
WB 96 TJ 5352,Toyota,RAV4,2012,195894.0,Diesel,Automatic,1197.0,Second,2500.0
HR 51 DU 5675,Maruti,Brezza,2022,40200.0,CNG,Automatic,1197.0,Third,6900.0
AP 14 XG 4279,Mahindra,Thar,2024,31672.0,CNG,Automatic,1197.0,Second,13500.0
HR 28 QA 6077,Audi,Q5,2016,172936.0,Hybrid,Automatic,2497.0,First,5300.0
UP 97 FP 8867,Toyota,Corolla,2015,184464.0,Electric,Automatic,0.0,Fourth & Above,2900.0
UP 07 AI 1000,Maruti,Ertiga,2019,115318.0,Diesel,Manual,999.0,First,3900.0
AP 95 LC 5587,Mercedes,GLE,2022,65994.0,Petrol,Manual,2497.0,Third,23400.0
DL 16 UX 1497,Tata,Nexon,2019,114525.0,Hybrid,Manual,1598.0,Third,5700.0
UP 62 CX 3511,Mahindra,XUV700,2010,149913.0,Electric,Automatic,0.0,Third,2500.0
TN 74 BV 2032,BMW,3 Series,2022,60240.0,Electric,Automatic,0.0,Fourth & Above,21500.0
WB 06 SN 9004,Mercedes,GLC,2025,12096.0,Hybrid,Manual,3982.0,Second,44300.0
TS 93 RR 3387,BMW,3 Series,2019,84874.0,Electric,Automatic,0.0,Second,13000.0
WB 97 PV 9884,Hyundai,Verna,2021,,Hybrid,Automatic,1497.0,Third,7100.0
GJ 88 FB 6627,Tata,Safari,2023,28606.0,Diesel,Automatic,1999.0,Third,12200.0
AP 15 QR 1687,Maruti,Baleno,2020,84740.0,Diesel,Manual,1999.0,Second,4500.0
TS 71 MQ 7435,Maruti,Swift,2010,171956.0,Diesel,Manual,1598.0,Third,2500.0
DL 92 AZ 9265,BMW,7 Series,2021,81242.0,Petrol,Manual,2497.0,Fourth & Above,19500.0
GJ 82 DG 1385,Honda,City,2014,209680.0,Hybrid,Manual,1497.0,Fourth & Above,2500.0
AP 46 VM 1173,Toyota,Camry,2019,66218.0,,Manual,1598.0,Third,9400.0
UP 06 VP 1516,Tesla,Model S,2019,82521.0,Electric,Automatic,0.0,Fourth & Above,13900.0
UP 45 VP 1447,Mahindra,Scorpio,2021,45354.0,Electric,Manual,0.0,Fourth & Above,10400.0
WB 13 OM 6527,Tata,Nexon,2025,16937.0,Hybrid,Manual,,First,17700.0
WB 17 SV 1462,BMW,7 Series,2025,10582.0,Electric,Manual,0.0,Fourth & Above,34300.0
GJ 63 FO 5806,Maruti,Dzire,2012,185142.0,CNG,Automatic,1497.0,First,2500.0
TN 50 YX 3893,Ford,Mustang,2019,100785.0,Diesel,Manual,4951.0,Second,7600.0
KA 13 FE 3162,Tata,Nexon,2019,71147.0,CNG,Automatic,1999.0,Second,6100.0
KA 54 PB 5569,Tesla,Model S,2010,200562.0,Electric,Manual,0.0,Third,2500.0
MH 16 AF 2415,Tata,Tiago,2023,27357.0,Hybrid,Automatic,1799.0,Fourth & Above,13900.0
WB 24 SN 2898,Audi,A6,2016,129596.0,Hybrid,Automatic,1998.0,Fourth & Above,7900.0
TN 15 QV 5356,Maruti,Swift,2017,92421.0,Electric,Manual,0.0,Third,2700.0
KL 62 GD 3824,Audi,A4,2019,119175.0,,Automatic,2497.0,Second,11400.0
KA 73 FH 7774,Tata,Tiago,2012,133963.0,CNG,Manual,1598.0,First,2500.0
TN 25 VX 7122,Volkswagen,Tiguan,2017,,Electric,Manual,0.0,Third,3600.0
HR 64 YC 8090,Tata,Altroz,2017,140884.0,CNG,Automatic,1197.0,Second,3500.0
KL 84 ZK 5972,Audi,A4,2023,27329.0,Diesel,Manual,2993.0,Third,26400.0
UP 89 RV 3248,Maruti,Ertiga,2020,107581.0,Electric,Automatic,0.0,Fourth & Above,4500.0
HR 37 TQ 4732,Mahindra,Scorpio,2012,213700.0,CNG,Manual,1999.0,Third,2500.0
HR 34 TN 4085,Hyundai,Tucson,2017,125335.0,Hybrid,Manual,1799.0,Third,3700.0
MH 16 XX 5775,Audi,A6,2019,73041.0,CNG,Automatic,3982.0,Second,13900.0
KL 92 IS 8521,Volkswagen,Jetta,2016,143346.0,Hybrid,Manual,1497.0,Fourth & Above,2800.0
HR 64 OR 5539,Maruti,Brezza,2014,127855.0,Petrol,Automatic,999.0,Fourth & Above,2500.0
AP 41 DE 3967,Maruti,Ertiga,2023,31179.0,Electric,Automatic,0.0,First,8500.0
WB 55 GB 1981,Honda,CR-V,2011,127436.0,Petrol,Automatic,999.0,Second,2500.0
UP 74 YI 6792,Toyota,Camry,2020,110488.0,Hybrid,Automatic,1197.0,Second,7000.0
TN 21 CS 5419,BMW,5 Series,2010,218860.0,Diesel,Manual,2497.0,Fourth & Above,2500.0
HR 14 AH 6054,Mahindra,Thar,2013,138630.0,Diesel,Automatic,1197.0,Second,2500.0
AP 79 YM 1377,Tata,Tiago,2022,51775.0,Petrol,Automatic,1598.0,Fourth & Above,8900.0
UP 50 OT 4366,Maruti,Brezza,2016,171146.0,CNG,Automatic,999.0,Third,2500.0
TS 46 MI 5075,Hyundai,Sonata,2012,199929.0,Electric,Manual,0.0,Fourth & Above,2500.0
TN 50 SL 6890,Tesla,Model Y,2017,110660.0,Electric,Manual,0.0,First,8900.0
DL 35 LI 8840,Tata,Nexon,2025,15144.0,Electric,Manual,0.0,Fourth & Above,15500.0
DL 12 WF 2513,Ford,Explorer,2017,,CNG,Manual,1598.0,First,4200.0
AP 36 FH 7708,Audi,A4,2018,75068.0,Electric,Manual,0.0,Third,10600.0
MH 31 AZ 4201,Mercedes,E-Class,2012,145823.0,Petrol,Manual,3982.0,Third,4700.0
MH 69 FH 1143,Audi,A4,2012,222273.0,Diesel,Manual,2993.0,Fourth & Above,3100.0
KL 20 EH 7016,Hyundai,Sonata,2018,106142.0,CNG,Manual,1197.0,Fourth & Above,4000.0
AP 18 AJ 8549,Audi,Q5,2024,22616.0,Petrol,Manual,1998.0,Second,27400.0
AP 97 IQ 7679,Maruti,Dzire,2022,57917.0,CNG,Automatic,1799.0,Third,6900.0
AP 49 MJ 7121,Ford,Endeavour,2025,10408.0,Petrol,Automatic,2198.0,Third,24500.0
MH 84 ZJ 7493,Toyota,RAV4,2025,11051.0,Electric,Manual,0.0,Fourth & Above,24500.0
TS 27 OE 7812,BMW,5 Series,2010,276695.0,Hybrid,Automatic,3982.0,Fourth & Above,2500.0
AP 84 NC 5816,Toyota,Corolla,2014,208335.0,Hybrid,Automatic,1497.0,First,2500.0
HR 65 FA 2659,Hyundai,i20,2025,,Electric,Manual,0.0,Third,15200.0
UP 59 LT 6350,Ford,Endeavour,2018,71828.0,CNG,Automatic,4951.0,First,7400.0
TN 86 YR 9289,Mercedes,GLC,2011,243526.0,Electric,Automatic,0.0,Fourth & Above,3000.0
AP 36 MH 1686,Honda,Accord,2022,49063.0,Hybrid,Manual,1197.0,Second,8100.0
UP 33 GA 2085,Toyota,RAV4,2010,282347.0,CNG,Manual,1197.0,Fourth & Above,2500.0
WB 59 ZK 7096,Ford,Mustang,2018,126327.0,Diesel,Automatic,4951.0,Second,5200.0
AP 62 IK 9336,Mahindra,Scorpio,2020,88197.0,Diesel,Automatic,1197.0,Second,7900.0
DL 32 OE 2615,Mercedes,GLE,2022,37418.0,Hybrid,Manual,2497.0,Second,27800.0
MH 80 PV 2086,Tesla,Model S,2021,63231.0,Electric,Automatic,0.0,Third,16400.0
TS 16 JH 8971,Hyundai,Elantra,2023,38906.0,Electric,Automatic,0.0,First,10700.0
TS 76 MC 2649,Mahindra,Bolero,2016,,Hybrid,Manual,1497.0,Second,3200.0
TN 18 JL 6853,Honda,Civic,2010,154721.0,Petrol,Manual,999.0,First,2500.0
DL 22 MP 2761,Volkswagen,Polo,2011,147022.0,Petrol,Manual,999.0,First,2500.0
HR 21 UY 9435,Mercedes,S-Class,2019,102184.0,CNG,Automatic,1998.0,Second,12800.0
GJ 40 JU 7571,Honda,City,2017,135141.0,Hybrid,Manual,1598.0,Fourth & Above,3100.0
TN 76 DE 2764,Tata,Harrier,2019,104480.0,Electric,Manual,0.0,Second,4600.0
KA 83 VV 5956,Mahindra,XUV700,2014,184862.0,Hybrid,Automatic,4951.0,Second,2500.0
TN 33 MF 9152,Tesla,Model 3,2025,,Electric,Manual,0.0,Third,32500.0
MH 33 NC 8977,Mahindra,Bolero,2020,79239.0,Electric,Automatic,0.0,Second,6400.0
AP 05 YA 6910,Hyundai,Sonata,2011,254592.0,CNG,Automatic,1197.0,Third,2500.0
